"id","incident_year","incident_month","incident_day","operator_id","operator","aircraft","aircraft_type","aircraft_make","aircraft_model","aircraft_mass","engine_make","engine_model","engines","engine_type","engine1_position","engine2_position","engine3_position","engine4_position","airport_id","airport","state","faa_region","flight_phase","visibility","precipitation","height","speed","distance","species_id","species_name","species_quantity","flight_impact","damaged"
17050,2010,9,2,"UPS","UPS AIRLINES","B-757-200","A","148",26,4,37,"37",2,"D",1,1,NA,NA,"KOMA","EPPLEY AIRFIELD","NE","ACE","CLIMB","NIGHT",NA,6700,250,15,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
20913,2002,2,9,"UAL","UNITED AIRLINES","B-737","A","148",95,4,NA,NA,2,"D",1,1,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM","LANDING ROLL",NA,NA,0,NA,0,"1F11","COYOTE",NA,"OTHER",0
4680,2004,11,4,"1AWE","AMERICA WEST AIRLINES","A-320","A","04A",3,4,23,"1",2,"D",1,1,NA,NA,"KIAH","GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT","TX","ASW","APPROACH","NIGHT",NA,200,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","2-10","NONE",0
21466,2009,11,5,"BUS","BUSINESS","C-172","A","226",7,1,7,"10",1,"A",7,NA,NA,NA,"KDTO","DENTON MUNICIPAL ARPT","TX","ASW","TAKEOFF RUN","NIGHT","NONE",0,55,0,"1G11","WHITE-TAILED DEER","1","ABORTED TAKEOFF",1
29120,2011,6,1,"UAL","UNITED AIRLINES","A-320","A","04A",3,4,23,"1",2,"D",1,1,NA,NA,"KIAD","WASHINGTON DULLES INTL ARPT","DC","AEA","APPROACH","NIGHT","NONE",100,150,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
21156,2011,3,5,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMCI","KANSAS CITY INTL","MO","ACE",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
6661,2009,6,16,"HAL","HAWAIIAN AIR","B-717-200","A","148",45,4,9,"6",2,"D",5,5,NA,NA,"PHTO","HILO INTL ARPT","HI","AWP","LANDING ROLL","DAY","NONE",0,130,0,"ZY101","SCALY-BREASTED MUNIA","2-10","NONE",0
48,2015,8,26,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDTW","DETROIT METRO WAYNE COUNTY ARPT","MI","AGL",NA,NA,NA,NA,NA,0,"YI005","BARN SWALLOW","1",NA,0
5271,2012,8,6,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KORD","CHICAGO O'HARE INTL ARPT","IL","AGL",NA,NA,NA,NA,NA,0,"YI005","BARN SWALLOW","1",NA,0
23940,2011,6,10,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,"1",2,"D",1,1,NA,NA,"KLAS","MC CARRAN INTL ARPT","NV","AWP","APPROACH","NIGHT","NONE",4500,250,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
5533,1993,4,28,"AAL","AMERICAN AIRLINES","B-757-200","A","148",26,4,37,NA,2,"D",1,1,NA,NA,"KSNA","JOHN WAYNE-ORANGE COUNTY ARPT","CA","AWP","APPROACH","NIGHT","NONE",3000,170,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
18690,1995,6,27,"ASA","ALASKA AIRLINES","B-737-400","A","148",32,4,10,"1",2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
9449,2012,3,6,"LAN*","LANCHILE","B-767-300","A","148",97,4,22,"7",2,"D",1,1,NA,NA,"KLAX","LOS ANGELES INTL","CA","AWP","APPROACH","DAY","NONE",NA,NA,NA,"NE1","GULL","1","OTHER",1
18404,2012,11,12,"BUS","BUSINESS","BE-58  BARON","A","123",12,2,13,"16",2,"A",4,4,NA,NA,"KADS","ADDISON","TX","ASW","LANDING ROLL","DAWN",NA,0,NA,0,"O2205","MOURNING DOVE","2-10","NONE",0
6899,2008,9,2,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KBKX","BROOKINGS REGIONAL ARPT","SD","AGL",NA,NA,NA,NA,NA,0,"NE112","FRANKLIN'S GULL","1",NA,0
28123,2015,7,2,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3CK","LAKE IN THE HILLS","IL","AGL",NA,NA,NA,NA,NA,0,"ZX3","SPARROW","1",NA,0
17698,2004,6,7,"MIL","MILITARY","C-17A","A","148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCHS","CHARLESTON AFB/INTL ARPT","SC","ASO","TAKEOFF RUN","DAY",NA,100,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD",NA,NA,0
21799,2007,10,21,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KICT","WICHITA DWIGHT D EISENHOWER NATL ARPT","KS","ACE",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
15438,2015,7,1,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCLT","CHARLOTTE/DOUGLAS INTL ARPT","NC","ASO",NA,NA,NA,NA,NA,0,"YI005","BARN SWALLOW","1",NA,0
15823,2003,11,1,"QXE","HORIZON AIR","DHC8 DASH 8","A","303",10,3,31,"10",2,"C",4,4,NA,NA,"KGEG","SPOKANE INTERNATIONAL","WA","ANM","APPROACH","NIGHT",NA,200,120,NA,"UNKBL","UNKNOWN LARGE BIRD","1","NONE",0
1187,2011,8,11,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KGPI","GLACIER PARK INTL","MT","ANM",NA,NA,NA,NA,NA,0,"UNKBS","UNKNOWN SMALL BIRD","1",NA,0
14403,2014,6,8,"SKW","SKYWEST AIRLINES","CRJ100/200","A","188",10,3,22,"4",2,"D",5,5,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM","TAKEOFF RUN","DAY",NA,0,NA,0,"UNKB","UNKNOWN BIRD","1",NA,0
21372,2003,7,23,"EGF","AMERICAN EAGLE AIRLINES","CRJ700","A","188",NA,4,22,"4",2,"D",5,5,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,"DAY",NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
7104,2014,4,2,"AWE","US AIRWAYS","A-320","A","04A",3,4,23,"1",2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"M7005","AMERICAN COOT","1","NONE",0
12565,2009,7,16,"BUS","BUSINESS","CIRRUS SR 20/22","A","275",1,1,13,"20",1,"A",7,NA,NA,NA,"KCMD","CULLMAN REGIONAL ARPT-FOLSOM FIELD","AL","ASO","APPROACH","DAY","NONE",5,80,0,"O2205","MOURNING DOVE","2-10","NONE",0
5744,1992,11,3,"NAE","NASHVILLE EAGLE","BA-31 JETSTR","A","168",3,2,19,"4",2,"C",4,4,NA,NA,"KFWA","FORT WAYNE INTL","IN","AGL","TAXI","NIGHT",NA,0,NA,0,"1G11","WHITE-TAILED DEER","1",NA,1
10155,2013,8,29,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KEVV","EVANSVILLE REGIONAL","IN","AGL",NA,NA,NA,NA,NA,0,"K3302","RED-TAILED HAWK","2-10",NA,0
20606,2011,8,24,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,"1",2,"D",1,1,NA,NA,"KMDW","CHICAGO MIDWAY INTL ARPT","IL","AGL","CLIMB","DAY","NONE",4500,220,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
27448,1996,8,5,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KIAD","WASHINGTON DULLES INTL ARPT","DC","AEA",NA,NA,NA,NA,NA,0,"ZX017","AMERICAN GOLDFINCH","1",NA,0
18899,2006,6,22,"BUS","BUSINESS","C-172","A","226",7,1,7,"19",1,"A",7,NA,NA,NA,"KBJC","ROCKY MOUNTAIN METROPOLITAN ARPT","CO","ANM","DESCENT","DAY",NA,NA,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1","PRECAUTIONARY LANDING",0
1575,2010,4,17,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
21388,2001,1,3,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCLE","CLEVELAND-HOPKINS INTL ARPT","OH","AGL",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
7560,2013,4,28,"UAL","UNITED AIRLINES","B-737-800","A","148",43,4,10,"1",2,"D",1,1,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM","LANDING ROLL","DAY","NONE",0,NA,0,"Z6004","SWAINSON'S THRUSH","1",NA,1
9604,2012,9,11,"UPS","UPS AIRLINES","A-300","A","04A",1,4,34,"46",2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKB","UNKNOWN BIRD","2-10","NONE",0
13623,2009,6,1,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KJAX","JACKSONVILLE INTL","FL","ASO",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
5575,2000,10,6,"EJA","NETJETS","HAWKER 1000","A","168",13,3,31,"14",2,"D",5,5,NA,NA,"KADS","ADDISON","TX","ASW","LANDING ROLL","DAY","NONE",0,110,0,"K33","HAWK","2-10","NONE",1
381,2002,8,26,"DAL","DELTA AIR LINES","MD-88","A","583",37,4,34,"10",2,"D",5,5,NA,NA,"KBHM","BIRMINGHAM-SHUTTLESWORTH INTL","AL","ASO","APPROACH","NIGHT","NONE",100,140,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
19724,2010,5,11,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KIND","INDIANAPOLIS INTL ARPT","IN","AGL",NA,NA,NA,NA,NA,0,"I1102","GREAT BLUE HERON","1",NA,0
28108,2001,10,2,"MIL","MILITARY","F-16C","A","561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KACY","ATLANTIC CITY INTL","NJ","AEA","APPROACH","DUSK","NONE",500,170,NA,"YH004","HORNED LARK","1","NONE",0
19214,2010,9,16,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,"1",2,"D",1,1,NA,NA,"KAUS","AUSTIN-BERGSTROM INTL","TX","ASW","APPROACH","NIGHT","NONE",3000,210,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
16510,2009,5,4,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,"1",2,"D",1,1,NA,NA,"KMDW","CHICAGO MIDWAY INTL ARPT","IL","AGL","APPROACH","NIGHT","NONE",1800,170,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
14830,2009,9,9,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDPA","DUPAGE AIRPORT","IL","AGL",NA,NA,NA,NA,NA,0,"YH004","HORNED LARK","1",NA,0
26690,2012,9,30,"BUS","BUSINESS","CITATION","A","226",31,2,31,"1",2,"D",5,5,NA,NA,"KADS","ADDISON","TX","ASW","LANDING ROLL","DAWN","NONE",0,NA,0,"K3302","RED-TAILED HAWK","2-10","NONE",0
25525,2004,9,9,"1AWE","AMERICA WEST AIRLINES","A-320","A","04A",3,4,23,"1",2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"Z6014","HERMIT THRUSH","1",NA,0
12097,2008,7,24,"CHQ","CHAUTAUQUA AIRLINES","EMB-145","A","332",14,3,1,"10",2,"D",5,5,NA,NA,"KCVG","CINCINNATI/NORTHERN KENTUCKY INTL ARPT","KY","ASO","TAKEOFF RUN","DAY","NONE",0,NA,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
4515,2009,7,21,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCVG","CINCINNATI/NORTHERN KENTUCKY INTL ARPT","KY","ASO",NA,NA,NA,NA,NA,0,"K5114","AMERICAN KESTREL","1",NA,0
28003,2007,3,24,"AAL","AMERICAN AIRLINES","B-737-800","A","148",43,4,10,"1",2,"D",1,1,NA,NA,"KTUL","TULSA INTL","OK","ASW","CLIMB","DAY","NONE",10,140,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
17650,2010,11,2,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KAUS","AUSTIN-BERGSTROM INTL","TX","ASW",NA,NA,NA,NA,NA,0,"1C2201","BRAZILIAN FREE-TAILED BAT","1",NA,0
261,2006,4,19,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KBKL","BURKE LAKEFRONT","OH","AGL",NA,NA,NA,NA,NA,0,"R2004","SHORT-EARED OWL","1",NA,0
28514,2002,3,21,"CHQ","CHAUTAUQUA AIRLINES","EMB-145","A","332",14,3,1,"10",2,"D",5,5,NA,NA,"KBUF","BUFFALO-NIAGARA INTL","NY","AEA","TAKEOFF RUN","DAY","RAIN, SNOW",0,50,0,"NE1","GULL","1","NONE",0
9172,2013,10,19,"AAL","AMERICAN AIRLINES","B-737-800","A","148",43,4,10,"1",2,"D",1,1,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","APPROACH","DAY","NONE",50,140,0,"N5111","KILLDEER","2-10","NONE",0
23625,2000,6,21,"1AWE","AMERICA WEST AIRLINES","A-320","A","04A",3,4,23,"1",2,"D",1,1,NA,NA,"KLAS","MC CARRAN INTL ARPT","NV","AWP","APPROACH","NIGHT","NONE",500,140,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
19636,2006,9,6,"AAL","AMERICAN AIRLINES","B-737-800","A","148",43,4,10,"1",2,"D",1,1,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","APPROACH","DAY","NONE",50,150,0,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
15976,2012,3,14,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KVNY","VAN NUYS ARPT","CA","AWP",NA,NA,NA,NA,NA,0,"T1009","WHITE-THROATED SWIFT","1",NA,0
13673,1996,10,28,"USA","1US AIRWAYS","B-757-200","A","148",26,4,37,"37",2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,"NIGHT",NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,1
6304,2009,7,23,"EGF","AMERICAN EAGLE AIRLINES","CANADAIR","A","188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","LANDING ROLL","DAY","NONE",0,107,0,"YI005","BARN SWALLOW","1","NONE",0
23430,2014,9,19,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,"1",2,"D",1,1,NA,NA,"KLAX","LOS ANGELES INTL","CA","AWP","APPROACH","DAY","NONE",NA,NA,NA,"Z6004","SWAINSON'S THRUSH","1","NONE",0
19613,1995,5,5,"EGF","AMERICAN EAGLE AIRLINES","SAAB-340","A","778",5,3,22,"22",2,"C",4,4,NA,NA,"KFYV","DRAKE FIELD ARPT","AR","ASW","CLIMB","DAY","NONE",200,140,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
8212,2004,12,21,"ASA","ALASKA AIRLINES","B-737-400","A","148",32,4,10,"1",2,"D",1,1,NA,NA,"KSFO","SAN FRANCISCO INTL ARPT","CA","AWP","CLIMB","DAY","FOG",100,120,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
17396,1990,5,3,"AAL","AMERICAN AIRLINES","B-727-200","A","148",11,4,34,"10",3,"D",5,6,"5",NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","APPROACH","DAY","NONE",50,135,NA,"NE1","GULL","2-10",NA,0
19675,2015,5,13,"FLG","ENDEAVOR AIR","CRJ900","A","188",17,4,22,"4",2,"D",5,5,NA,NA,"KGRB","AUSTIN STRAUBEL INTL","WI","AGL","LANDING ROLL","DAY",NA,0,NA,0,"UNKB","UNKNOWN BIRD","1",NA,0
24558,2004,11,28,"TRS","AIRTRAN AIRWAYS","B-717-200","A","148",45,4,9,"6",2,"D",5,5,NA,NA,"KMSY","LOUIE ARMSTRONG NEW ORLEANS INTL ARPT","LA","ASW","TAKEOFF RUN","DAWN",NA,0,120,0,"O22","DOVE","1","NONE",0
301,2008,10,6,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,"1",2,"D",1,1,NA,NA,"KALB","ALBANY INTL","NY","AEA","DESCENT","NIGHT","NONE",3100,220,NA,"J2106","GREEN-WINGED TEAL","1","NONE",1
26950,2011,9,1,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCLE","CLEVELAND-HOPKINS INTL ARPT","OH","AGL",NA,NA,NA,NA,NA,0,"N5111","KILLDEER","1",NA,0
27571,2002,10,31,"EGF","AMERICAN EAGLE AIRLINES","EMB-135","A","332",13,3,1,"10",2,"D",5,5,NA,NA,"KLGA","LA GUARDIA ARPT","NY","AEA","APPROACH",NA,"NONE",NA,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
12123,2015,7,26,"DAL","DELTA AIR LINES","MD-88","A","583",37,4,34,"10",2,"D",5,5,NA,NA,"KMKE","GENERAL MITCHELL INTL","WI","AGL","APPROACH","DAY","NONE",100,110,NA,"ZD102","CEDAR WAXWING","1","NONE",0
23529,2003,4,3,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLGA","LA GUARDIA ARPT","NY","AEA",NA,NA,NA,NA,NA,0,"UNKB","UNKNOWN BIRD","1",NA,0
26886,2008,9,14,"ASH","MESA AIRLINES","CRJ700","A","188",16,4,22,"4",2,"D",5,5,NA,NA,"KORD","CHICAGO O'HARE INTL ARPT","IL","AGL","APPROACH","NIGHT","NONE",NA,NA,5,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
1783,2013,8,21,"BUS","BUSINESS","LEARJET-45","A","395",11,3,19,"1",2,"D",5,5,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKB","UNKNOWN BIRD","1","NONE",1
29883,2006,11,14,"JBU","JETBLUE AIRWAYS","A-320","A","04A",3,4,23,"1",2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,"NIGHT",NA,NA,NA,NA,"Z6007","AMERICAN ROBIN","1",NA,1
3274,2006,6,2,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KJFK","JOHN F KENNEDY INTL","NY","AEA",NA,NA,NA,NA,NA,0,"R1101","BARN OWL","1",NA,0
26497,2005,6,4,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMSP","MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT","MN","AGL",NA,NA,NA,NA,NA,0,"YL001","EUROPEAN STARLING","1",NA,0
19940,2001,4,30,"FDX","FEDEX EXPRESS","B-727","A","148",94,4,34,"10",3,"D",5,6,"5",NA,"KSHV","SHREVEPORT REGIONAL","LA","ASW","CLIMB","DAY","NONE",NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
27854,2010,9,18,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,"1",2,"D",1,1,NA,NA,"KBUF","BUFFALO-NIAGARA INTL","NY","AEA","APPROACH","DAY","NONE",100,130,NA,"YL001","EUROPEAN STARLING","1","OTHER",0
15585,2006,6,2,"FFT","FRONTIER AIRLINES","A-319","A","04A",6,4,10,"1",2,"D",1,1,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM","TAKEOFF RUN","DAY","NONE",0,120,0,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
2284,2011,7,17,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,"1",2,"D",1,1,NA,NA,"KMDW","CHICAGO MIDWAY INTL ARPT","IL","AGL","APPROACH",NA,"NONE",20,140,0,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
14663,2002,5,20,"UAL","UNITED AIRLINES","B-777-200","A","148",40,4,34,"46",2,"D",1,1,NA,NA,"KSFO","SAN FRANCISCO INTL ARPT","CA","AWP","APPROACH","NIGHT",NA,800,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
7810,2013,7,9,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KORD","CHICAGO O'HARE INTL ARPT","IL","AGL",NA,NA,NA,NA,NA,0,"N6030","SHORT-BILLED DOWITCHER","1",NA,0
2779,1998,2,20,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KOKC","WILL ROGERS WORLD ARPT","OK","ASW","DESCENT","NIGHT",NA,4000,NA,10,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
10463,2009,7,10,"NWA","NORTHWEST AIRLINES","B-757-200","A","148",26,4,34,"40",2,"D",1,1,NA,NA,"KMSP","MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT","MN","AGL","APPROACH","DAWN","NONE",200,170,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
10342,2009,3,12,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,"1",2,"D",1,1,NA,NA,"KBUF","BUFFALO-NIAGARA INTL","NY","AEA","APPROACH","DAY","NONE",20,140,0,"NE104","RING-BILLED GULL","1","NONE",0
25297,1998,7,12,"DAL","DELTA AIR LINES","B-757-200","A","148",26,4,34,"40",2,"D",1,1,NA,NA,"KBWI","BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT","MD","AEA",NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
6477,2014,9,18,"CXP","XTRA AIRWAYS","B-737-400","A","148",32,4,10,"1",2,"D",1,1,NA,NA,"KSAT","SAN ANTONIO INTL","TX","ASW","APPROACH","DAY","NONE",3000,180,5,"K1","NEW WORLD VULTURES","1","NONE",1
8880,2003,3,7,"UAL","UNITED AIRLINES","A-320","A","04A",3,4,23,"1",2,"D",1,1,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM","APPROACH",NA,NA,70,NA,NA,"K33","HAWK","1",NA,0
14051,2012,7,11,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KSJC","NORMAN Y. MINETA SAN JOSE INTL ARPT","CA","AWP",NA,NA,NA,NA,NA,0,"R2008","BURROWING OWL","1",NA,0
22351,1999,9,20,"NWA","NORTHWEST AIRLINES","A-320","A","04A",3,4,NA,NA,2,"D",1,1,NA,NA,"KMEM","MEMPHIS INTL","TN","ASO","CLIMB","DAY",NA,3500,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
24463,2014,10,28,"QXE","HORIZON AIR","DHC8 DASH 8","A","303",10,3,31,"10",2,"C",4,4,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"K3302","RED-TAILED HAWK","1",NA,0
5893,1999,7,6,"BUS","BUSINESS","BE-200 KING","A","123",22,2,31,"4",2,"C",4,4,NA,NA,"KDTW","DETROIT METRO WAYNE COUNTY ARPT","MI","AGL","APPROACH","DAY","NONE",400,140,NA,"NE1","GULL","1","NONE",0
12926,2011,8,24,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KHOU","WILLIAM P HOBBY ARPT","TX","ASW",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
19954,2012,5,24,"EGF","AMERICAN EAGLE AIRLINES","EMB-145","A","332",14,3,1,"10",2,"D",5,5,NA,NA,"KCLE","CLEVELAND-HOPKINS INTL ARPT","OH","AGL","CLIMB","DAY","NONE",6500,235,5,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
2302,2003,9,13,"UAL","UNITED AIRLINES","B-757-200","A","148",26,4,34,"40",2,"D",1,1,NA,NA,"PHOG","KAHULUI ARPT","HI","AWP","LANDING ROLL","DUSK","NONE",0,NA,0,"L4305","GRAY FRANCOLIN","1","NONE",0
7583,2014,3,26,"JBU","JETBLUE AIRWAYS","EMB-190","A","332",NA,4,22,"4",2,"D",1,1,NA,NA,"KSAV","SAVANNAH/HILTON HEAD INTL ARPT","GA","ASO","APPROACH","DAY","NONE",NA,NA,0,"ZX3","SPARROW","1","NONE",0
16855,1992,9,13,"BUS","BUSINESS","CITATION II","A","226",37,3,31,"1",2,"D",5,5,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","CLIMB","DAY","NONE",50,125,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
15709,2002,2,14,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KSBA","SANTA BARBARA MUNICIPAL","CA","AWP",NA,NA,NA,NA,NA,0,"ZX000","FINCH","1",NA,0
17101,1999,9,24,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,"1",2,"D",1,1,NA,NA,"KSMF","SACRAMENTO INTL","CA","AWP","APPROACH","DUSK","NONE",200,135,NA,"UNKBL","UNKNOWN LARGE BIRD","2-10","NONE",0
7101,1990,11,23,"PAA","PAN AM","A-300","A","04A",1,4,22,"7",2,"D",1,1,NA,NA,"MROC","JUAN SANTAMARIA INTL",NA,"FGN","TAKEOFF RUN","DAY","NONE",0,150,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
7187,1994,5,25,"SWA","SOUTHWEST AIRLINES","B-737-500","A","148",33,4,10,"1",2,"D",1,1,NA,NA,"KAUS","AUSTIN-BERGSTROM INTL","TX","ASW","APPROACH","NIGHT","NONE",NA,140,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
17425,2007,8,8,"COA","CONTINENTAL AIRLINES","B-737-800","A","148",43,4,10,"1",2,"D",1,1,NA,NA,"KBUF","BUFFALO-NIAGARA INTL","NY","AEA","LANDING ROLL","DAY","NONE",0,140,0,"ZX313","CHIPPING SPARROW","1","NONE",0
